InvoiceNo,InvoiceDate,ProductNo,Quantity,Unit,ProductName,PackSize,ChemicalName
736,2015-01-04 00:00:00,92,2,stp,Enam 10,10 tab * 10 stp * box,Enalapril
736,2015-01-04 00:00:00,29,1,stp,Nifedi-Denk 10 Retard,10 tab * 10 stp * box,Nifedipine
736,2015-01-04 00:00:00,30,1,stp,Nifedi-Denk 20 Retard,10 tab * 10 stp * box,Nifedipine
736,2015-01-04 00:00:00,553,1,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
736,2015-01-04 00:00:00,138,1,stp,Natrilix SR,10 tab * 3 stp * box,Indapamide 1.5
736,2015-01-04 00:00:00,548,4,tab,Vertinil,10 tab * 20 stp * box,Cinnarizine
736,2015-01-04 00:00:00,148,1,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
736,2015-01-04 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
736,2015-01-04 00:00:00,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
736,2015-01-04 00:00:00,799,1,box,Alcohol Pad (Naung Yin),100 pcs * box,alcohol pad
736,2015-01-04 00:00:00,57,6,tab,Enervon-C 100's,100 tab * bot,B complex with C
736,2015-01-04 00:00:00,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
736,2015-01-04 00:00:00,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
736,2015-01-04 00:00:00,213,3,tab,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
736,2015-01-04 00:00:00,213,7,tab,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
736,2015-01-04 00:00:00,433,1,bot,???????? ????????????? ??????????,10 bot * pack,Myanmar Hypertension
736,2015-01-04 00:00:00,285,2,stp,Zyloric ,10 tab * 5 stp * box,Allopurinol
736,2015-01-04 00:00:00,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
736,2015-01-04 00:00:00,265,2,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
736,2015-01-04 00:00:00,212,5,stp,Ventolin 2mg Tablet,10 tab * 50 stp * box,Salbutamol
736,2015-01-04 00:00:00,387,30,sac,????????? ?????? ????,10 sac * 12 pack * 2ndPack,Myanmar Digestive
736,2015-01-04 00:00:00,165,1,bot,Burplex Pol,100 tab * bot,"B1, B6, B12"
736,2015-01-04 00:00:00,743,1,bot,Cevit Ygn,100 tab * bot,ascorbic acid
736,2015-01-04 00:00:00,305,1,stp,Air X,10 tab * 50 stp * box,semithicone
736,2015-01-04 00:00:00,60,2,stp,Vitahome Cap 12 Strip,10 cap * 12 stp * box,Multivitamins and Minerals
736,2015-01-04 00:00:00,376,1,pack,Tiger Balm Plaster Warm 10cm x 14cm,3 sheet * 12 pack * box,Plaster
736,2015-01-04 00:00:00,370,3,sac,ORS MPF Green,50 sac * box,ORS
736,2015-01-04 00:00:00,220,1,tab,Vicks,105 tab * bot,Cough Tablet
736,2015-01-04 00:00:00,798,10,pcs,Butterfly Needle Kenxin,100 pcs * box,Butterfly Needle
736,2015-01-04 00:00:00,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
736,2015-01-04 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
736,2015-01-04 00:00:00,250,1,stp,Zifam Clofen,10 tab * stp,Aceclofenac
739,2015-01-04 00:00:00,21,1,bot,Optica,30 cap * bot,Eye
739,2015-01-04 00:00:00,221,1,stp,Zanocin,10 tab * 10 stp * box,Ofloxacin
739,2015-01-04 00:00:00,230,1,stp,Dazolic,10 tab * 10 stp * box,Ornidazole
739,2015-01-04 00:00:00,122,2,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
739,2015-01-04 00:00:00,14,2,stp,Livolin Forte,10 cap * 3 stp * box,Liver Protect
742,2015-01-04 00:00:00,433,2,bot,???????? ????????????? ??????????,10 bot * pack,Myanmar Hypertension
742,2015-01-04 00:00:00,433,1,bot,???????? ????????????? ??????????,10 bot * pack,Myanmar Hypertension
742,2015-01-04 00:00:00,74,1,box,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
742,2015-01-04 00:00:00,266,2,tab,Stugeron,10 tab * 25 stp * box,Cinnarizine
742,2015-01-04 00:00:00,57,2,tab,Enervon-C 100's,100 tab * bot,B complex with C
742,2015-01-04 00:00:00,592,1,sac,Generlog,50 sac * box,gel
742,2015-01-04 00:00:00,739,1,stp,Dimenhydrinate (Medicine Supply),10 tab * stp,Dimenhydrinate
742,2015-01-04 00:00:00,266,1,stp,Stugeron,10 tab * 25 stp * box,Cinnarizine
742,2015-01-04 00:00:00,459,2,bot,?????????? ??????????,10 bot * pack,Myanmar Antacid
742,2015-01-04 00:00:00,164,20,tab,Burmeton pol,100 tab * bot,Chlorphenamine Maleate
742,2015-01-04 00:00:00,315,1,bot,Brand's Chicken 42ml,6 bot * box,Chicken Extract Syp
742,2015-01-04 00:00:00,126,2,stp,Aztor 10,10 tab * 5 stp * box,Atorvastatin
742,2015-01-04 00:00:00,260,1,stp,Lensen Tab,10 tab * 10 stp * box,Paracetamol
737,2015-01-04 00:00:00,388,3,dz,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
737,2015-01-04 00:00:00,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
738,2015-01-04 00:00:00,149,1,stp,Metformin denk 850,15 tab * 8 stp * box,Metformin 
738,2015-01-04 00:00:00,553,1,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
740,2015-01-04 00:00:00,83,3,stp,Amaten 50,10 tab * 10 stp * box,Atenolol 
740,2015-01-04 00:00:00,226,1,stp,Norfloxin 400(Umedica),10 tab * 10 stp * box,Norfloxacin
740,2015-01-04 00:00:00,226,1,stp,Norfloxin 400(Umedica),10 tab * 10 stp * box,Norfloxacin
740,2015-01-04 00:00:00,721,3,stp,Velactone,10 tab * 10 stp * box,Spironolactone
740,2015-01-04 00:00:00,113,2,stp,Glakay,10 tab * 3 stp * box,Menatetrenone
741,2015-01-04 00:00:00,285,1,box,Zyloric ,10 tab * 5 stp * box,Allopurinol
741,2015-01-04 00:00:00,155,1,box,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
743,2015-02-04 00:00:00,266,1,stp,Stugeron,10 tab * 25 stp * box,Cinnarizine
743,2015-02-04 00:00:00,57,4,tab,Enervon-C 100's,100 tab * bot,B complex with C
743,2015-02-04 00:00:00,305,1,stp,Air X,10 tab * 50 stp * box,semithicone
743,2015-02-04 00:00:00,641,1,box,Allopurinol bpi strip,10 tab * 10 stp * box,Allopurinol
743,2015-02-04 00:00:00,572,1,stp,Marvelon 28,stp,levonorgestrel
743,2015-02-04 00:00:00,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
743,2015-02-04 00:00:00,568,1,tube,Lorix ,tube,cream
743,2015-02-04 00:00:00,501,1,bot,Benalix,bot,Cough Syrup
743,2015-02-04 00:00:00,266,2,tab,Stugeron,10 tab * 25 stp * box,Cinnarizine
744,2015-02-04 00:00:00,723,2,bot,Lilac 120ml,bot,Lactulose
745,2015-02-04 00:00:00,61,1,bot,Protec ,60 tab * bot,Multivitamins and Minerals
745,2015-02-04 00:00:00,58,1,bot,Enervon-C 30's,30 tab * bot,B complex with C
745,2015-02-04 00:00:00,157,2,stp,Princi-B Fort,10 tab * 30 stp * box,"B1, B6, B12"
745,2015-02-04 00:00:00,529,2,pcs,PaiPlast,100 pcs * box,Plaster
746,2015-02-04 00:00:00,552,1,stp,DMR 30,30 tab * 2 stp * box,Gliclazide
746,2015-02-04 00:00:00,553,6,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
746,2015-02-04 00:00:00,74,1,stp,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
746,2015-02-04 00:00:00,430,1,bot,??????????? ?????????,12 bot * dz,Myanmar Heart Supplement
746,2015-02-04 00:00:00,519,1,bot,Betadine Sol,bot,Povidone Iodine
746,2015-02-04 00:00:00,362,1,bot,Spirit 100ml Plastic bot mpf,60 bot * box,Spirit
746,2015-02-04 00:00:00,490,1,pcs,Cotton Pack AB,25 pcs * pack,Cotton
747,2015-02-04 00:00:00,127,2,stp,Rozavel 5,10 tab * 5 stp * box,Rosuvastatin
747,2015-02-04 00:00:00,84,2,stp,Cardivas 3.125,10 tab * 3 stp * box,Carvedilol
747,2015-02-04 00:00:00,89,2,stp,Cardiopril 2.5,10 tab * 10 stp * box,Ramipril
747,2015-02-04 00:00:00,111,2,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
747,2015-02-04 00:00:00,152,2,stp,Betex,10 tab * 25 stp * box,"B1, B6, B12"
747,2015-02-04 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
747,2015-02-04 00:00:00,60,5,stp,Vitahome Cap 12 Strip,10 cap * 12 stp * box,Multivitamins and Minerals
747,2015-02-04 00:00:00,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
747,2015-02-04 00:00:00,496,1,bot,Solmux Sus 60ml,bot,Cough Syrup
747,2015-02-04 00:00:00,549,1,sac,Mybacin Pack,70 sac * pack,Lozenges
747,2015-02-04 00:00:00,23,2,stp,Amlosun 10,10 tab * 10 stp * box,Amlodipine
747,2015-02-04 00:00:00,23,1,stp,Amlosun 10,10 tab * 10 stp * box,Amlodipine
748,2015-02-04 00:00:00,148,9,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
748,2015-02-04 00:00:00,142,5,stp,Reclide mr 60,10 tab * 10 stp * box,Gliclazide
748,2015-02-04 00:00:00,142,1,stp,Reclide mr 60,10 tab * 10 stp * box,Gliclazide
748,2015-02-04 00:00:00,26,1,box,Amlong 5,10 tab * 3 stp * box,Amlodipine
748,2015-02-04 00:00:00,155,3,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
749,2015-02-04 00:00:00,109,1,stp,Vastarel Mr,30 tab * 2 stp * box,Trimetazidine Hydrochloride
749,2015-02-04 00:00:00,766,2,stp,Carvedi Denk 6.25,10 tab * 3 stp * box,Carvedilol
749,2015-02-04 00:00:00,111,1,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
749,2015-02-04 00:00:00,126,1,stp,Aztor 10,10 tab * 5 stp * box,Atorvastatin
749,2015-02-04 00:00:00,67,1,stp,Alerten Q 25,10 cap * 3 stp * box,Co-Enzyme Q 10
749,2015-02-04 00:00:00,117,1,stp,Ocium,10 tab * 3 stp * box,Calcium with Vitamin D3
749,2015-02-04 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
751,2015-02-04 00:00:00,154,1,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
751,2015-02-04 00:00:00,685,2,stp,Ubimol Forte,10 tab * 10 stp * box,Ibuprofen and Paracetamol
751,2015-02-04 00:00:00,733,2,stp,Hawksone,5 cap * 40 stp * box,Piroxicam
751,2015-02-04 00:00:00,435,1,bot,??????????(????????) ????????,12 bot * dz,Myanmar Balm
751,2015-02-04 00:00:00,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
751,2015-02-04 00:00:00,455,1,bot,???????? ????????,12 bot * dz,Myanmar Supplement
751,2015-02-04 00:00:00,91,1,stp,Enam 5,10 tab * 10 stp * box,Enalapril 
751,2015-02-04 00:00:00,213,1,stp,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
751,2015-02-04 00:00:00,174,1,stp,Zosec,10 cap * 10 stp * box,Omeprazole
751,2015-02-04 00:00:00,573,5,pcs,Elite Strip,50 pcs * box,Strip
751,2015-02-04 00:00:00,170,9,tab,Ribovit,100 tab * bot,Riboflavin
751,2015-02-04 00:00:00,162,1,tab,Cevit Pol,100 tab * bot,ascorbic acid
751,2015-02-04 00:00:00,743,11,tab,Cevit Ygn,100 tab * bot,ascorbic acid
751,2015-02-04 00:00:00,170,1,tab,Ribovit,100 tab * bot,Riboflavin
751,2015-02-04 00:00:00,598,1,box,25% Glucose Zedi,5 amp * box,Glucose inj
751,2015-02-04 00:00:00,397,1,bot,????????? ??????,12 bot * dz,Myanmar Digestive
751,2015-02-04 00:00:00,218,2,stp,Fluza 4's,4 tab * 25 stp * box,Paracetamol
751,2015-02-04 00:00:00,266,1,stp,Stugeron,10 tab * 25 stp * box,Cinnarizine
752,2015-02-04 00:00:00,216,2,stp,Mucodyl tab,10 tab * 20 stp * box,Ambroxol and Cetrizine
752,2015-02-04 00:00:00,720,1,bot,Ginkgo 3000,60 tab * bot,Ginkgo
754,2015-02-04 00:00:00,600,2,box,b12 inj (FBC),10 amp * box,b12
754,2015-02-04 00:00:00,799,1,box,Alcohol Pad (Naung Yin),100 pcs * box,alcohol pad
754,2015-02-04 00:00:00,530,1,bot,S2 Drip (Pai) ,bot,Drip
754,2015-02-04 00:00:00,306,3,stp,Digene,12 tab * 90 stp * box,Aluminium Hydroxide
755,2015-02-04 00:00:00,602,6,amp,Buscopan inj,10 amp * box,Hyoscine Butylbromide
750,2015-02-04 00:00:00,132,1,stp,Zumafib,10 tab * 3 stp * box,fenofibrate 300 mg
750,2015-02-04 00:00:00,118,1,stp,Calbo 500,10 tab * 10 stp * box,Calcium
753,2015-02-04 00:00:00,790,2,box,S2 IV (Pai),5 amp * box,Aminoacids
753,2015-02-04 00:00:00,806,4,amp,Neurocetam inj,4 amp * box,Piracetam
753,2015-02-04 00:00:00,599,3,box,b6 inj (FBC),10 amp * box,b6
753,2015-02-04 00:00:00,623,2,stp,Analgin inj,10 amp * stp,Analgin
753,2015-02-04 00:00:00,616,2,box,Gentamycin Inj(FBC),10 amp * box,Gentamycin
753,2015-02-04 00:00:00,610,1,box,B Complex Inj(Zedi),10 amp * box,B Complex
753,2015-02-04 00:00:00,804,1,box,B Complex Inj(FBC),10 amp * box,B Complex
753,2015-02-04 00:00:00,607,5,amp,Nuramin Forte inj,25 amp * box,B Complex
753,2015-02-04 00:00:00,607,5,amp,Nuramin Forte inj,25 amp * box,B Complex
753,2015-02-04 00:00:00,612,10,amp,b6 inj (Thai),100 amp * box,b6
753,2015-02-04 00:00:00,611,10,amp,b12 inj (Thai),100 amp * box,b12
753,2015-02-04 00:00:00,798,10,pcs,Butterfly Needle Kenxin,100 pcs * box,Butterfly Needle
753,2015-02-04 00:00:00,629,1,stp,Multivita inj,5 amp * stp,Multivitamins
753,2015-02-04 00:00:00,629,1,stp,Multivita inj,5 amp * stp,Multivitamins
753,2015-02-04 00:00:00,629,1,stp,Multivita inj,5 amp * stp,Multivitamins
753,2015-02-04 00:00:00,609,10,amp,Polybion inj,10 amp * 10 stp * box,B Complex
753,2015-02-04 00:00:00,324,10,pcs,20 cc (JY) Syringe,50 pcs * box,Syringe
753,2015-02-04 00:00:00,325,10,pcs,5 cc (JY) Syringe,100 pcs * box,Syringe
753,2015-02-04 00:00:00,618,2,Vial,Hydrocort (Belco) inj,10 Vial * box,Hydrocortisone
753,2015-02-04 00:00:00,614,1,box,Cevit Inj (China),10 amp * box,Cevit 500mg
753,2015-02-04 00:00:00,25,1,box,ccb 5,10 tab * 5 stp * box,Amlodipine
753,2015-02-04 00:00:00,746,3,stp,Cipzy 500,10 tab * 10 stp * box,Ciprofloxacin
753,2015-02-04 00:00:00,303,5,stp,Zyncet,10 tab * 20 stp * box,Cetrizine
753,2015-02-04 00:00:00,154,1,box,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
753,2015-02-04 00:00:00,761,10,stp,Neurobion Red (Grabon),10 tab * 50 stp * box,"B1, B6, B12"
753,2015-02-04 00:00:00,598,2,box,25% Glucose Zedi,5 amp * box,Glucose inj
753,2015-02-04 00:00:00,714,1,stp,PadVimin,10 cap * 3 stp * box,Multivitamins and Minerals
753,2015-02-04 00:00:00,1,1,stp,EVE,10 cap * 3 stp * box,Evening Primrose Oil
756,2015-04-04 00:00:00,115,1,bot,Calcivita Forte,30 cap * bot,Calcium with Vitamin D3
756,2015-04-04 00:00:00,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
756,2015-04-04 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
756,2015-04-04 00:00:00,751,1,box,Azines 500,3 tab * box,Azithromycin
756,2015-04-04 00:00:00,462,1,bot,????? ????????????????,12 bot * dz,Myanmar Heart Supplement
756,2015-04-04 00:00:00,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
756,2015-04-04 00:00:00,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
756,2015-04-04 00:00:00,359,1,box,Shudi Plaster,10 pcs * box,Plaster
756,2015-04-04 00:00:00,430,1,bot,??????????? ?????????,12 bot * dz,Myanmar Heart Supplement
756,2015-04-04 00:00:00,85,2,stp,Cardivas 6.25,10 tab * 3 stp * box,Carvedilol
756,2015-04-04 00:00:00,66,1,stp,Becozinc Cap,10 cap * 3 stp * box,Multivitamins and Minerals
756,2015-04-04 00:00:00,11,1,stp,LivUp,30 tab * 5 stp * box,Liver Protect
756,2015-04-04 00:00:00,26,2,stp,Amlong 5,10 tab * 3 stp * box,Amlodipine
756,2015-04-04 00:00:00,163,1,bot,Bevit ,100 tab * bot,thiamine hydrochloride
756,2015-04-04 00:00:00,483,2,tube,TEO Bpi,tube,Tetracycline
756,2015-04-04 00:00:00,573,3,pcs,Elite Strip,50 pcs * box,Strip
756,2015-04-04 00:00:00,511,5,stp,Frusemide (Lasix),10 tab * stp,Furosemide
770,2015-04-04 00:00:00,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
770,2015-04-04 00:00:00,476,1,tube,Voltex Kool,12 tube * pack,cream
770,2015-04-04 00:00:00,435,1,bot,??????????(????????) ????????,12 bot * dz,Myanmar Balm
770,2015-04-04 00:00:00,389,1,bot,?????????? ???????? ???????????,12 bot * dz,Myanmar Balm
770,2015-04-04 00:00:00,452,1,bot,???????? ???,10 bot * pack,Myanmar anti-Inflammatory
759,2015-04-04 00:00:00,111,1,box,Clopilet,10 tab * 3 stp * box,Clopidogrel
759,2015-04-04 00:00:00,203,2,stp,Montek 10,10 tab * 10 stp * box,Montelukast
759,2015-04-04 00:00:00,138,1,box,Natrilix SR,10 tab * 3 stp * box,Indapamide 1.5
759,2015-04-04 00:00:00,129,2,stp,Lopid 300mg,10 cap * 10 stp * box,Gemfibrozil
759,2015-04-04 00:00:00,103,4,stp,Losar Denk 50,14 tab * 2 stp * box,Losartan Potassium
759,2015-04-04 00:00:00,474,1,tube,Skineal,10 tube * pack,Ketoconazole
759,2015-04-04 00:00:00,16,1,stp,Nutrivita ,10 cap * 5 stp * box,Multivitamins and Minerals
759,2015-04-04 00:00:00,203,1,stp,Montek 10,10 tab * 10 stp * box,Montelukast
759,2015-04-04 00:00:00,129,1,stp,Lopid 300mg,10 cap * 10 stp * box,Gemfibrozil
762,2015-04-04 00:00:00,283,2,stp,Kimose,10 tab * 10 stp * pack,Anti Inflammatory Enzyme
762,2015-04-04 00:00:00,745,2,stp,Beazyme,10 tab * stp,"Papain 150,000 USP Unit"
762,2015-04-04 00:00:00,355,2,stp,Strepsil Cool,6 tab * 4 stp * box,Lozenges
757,2015-04-04 00:00:00,125,1,stp,Atocor 10,10 tab * 10 stp * box,Atorvastatin
757,2015-04-04 00:00:00,152,2,stp,Betex,10 tab * 25 stp * box,"B1, B6, B12"
758,2015-04-04 00:00:00,155,2,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
758,2015-04-04 00:00:00,100,2,stp,Repace H,10 tab * 10 stp * box,"losartan Potassium, Hydrochlorothiazide"
758,2015-04-04 00:00:00,646,2,stp,VMR,20 tab * 3 stp * box,Trimetazidine Hydrochloride
758,2015-04-04 00:00:00,133,1,stp,Aldactone Pfizer,10 tab * 10 stp * box,Spironolactone
758,2015-04-04 00:00:00,86,2,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
758,2015-04-04 00:00:00,101,2,stp,Repace 50,10 tab * 10 stp * box,Losartan Potassium
760,2015-04-04 00:00:00,321,2,bot,Urocrush,60 tab * bot,For Renal Stones
761,2015-04-04 00:00:00,338,2,bot,Optimol,bot,Eye Drop
761,2015-04-04 00:00:00,478,1,tube,Hirudroid,tube,cream
763,2015-04-04 00:00:00,768,2,stp,Blopress 8,7 tab * 4 stp * box,Candersatan 
763,2015-04-04 00:00:00,185,6,stp,Enzyplex,4 tab * 25 stp * box,Digestive Enzyme
763,2015-04-04 00:00:00,515,4,stp,PadAmox,10 cap * 10 stp * box,Amoxicillin
763,2015-04-04 00:00:00,260,1,tab,Lensen Tab,10 tab * 10 stp * box,Paracetamol
763,2015-04-04 00:00:00,213,1,stp,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
763,2015-04-04 00:00:00,741,1,box,bDaflon,15 tab * 2 stp * box,flavonoid fraction
763,2015-04-04 00:00:00,388,6,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
763,2015-04-04 00:00:00,265,6,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
763,2015-04-04 00:00:00,229,2,box,Metro-250(Umedica),10 tab * 10 stp * box,Metronidazole
763,2015-04-04 00:00:00,208,1,stp,Solvin Tablet,10 tab * 10 stp * box,Bromhexine
763,2015-04-04 00:00:00,266,1,stp,Stugeron,10 tab * 25 stp * box,Cinnarizine
763,2015-04-04 00:00:00,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
763,2015-04-04 00:00:00,422,1,bot,????????????? ???????,10 bot * pack,Myanmar Digestive
763,2015-04-04 00:00:00,379,1,bot,?????? ???????,6 bot * 2 pack * dz,Balm
763,2015-04-04 00:00:00,91,5,stp,Enam 5,10 tab * 10 stp * box,Enalapril 
763,2015-04-04 00:00:00,57,50,tab,Enervon-C 100's,100 tab * bot,B complex with C
763,2015-04-04 00:00:00,260,3,stp,Lensen Tab,10 tab * 10 stp * box,Paracetamol
763,2015-04-04 00:00:00,58,1,bot,Enervon-C 30's,30 tab * bot,B complex with C
763,2015-04-04 00:00:00,549,2,sac,Mybacin Pack,70 sac * pack,Lozenges
764,2015-04-04 00:00:00,325,10,pcs,5 cc (JY) Syringe,100 pcs * box,Syringe
764,2015-04-04 00:00:00,185,1,stp,Enzyplex,4 tab * 25 stp * box,Digestive Enzyme
765,2015-04-04 00:00:00,660,2,stp,Aspilets 20's,20 tab * 25 stp * box,Aspirin 80mg
765,2015-04-04 00:00:00,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
766,2015-04-04 00:00:00,232,1,stp,Flumox Cap,10 cap * 10 stp * box,Amoxicillin and Flucloxacillin
766,2015-04-04 00:00:00,549,2,sac,Mybacin Pack,70 sac * pack,Lozenges
766,2015-04-04 00:00:00,349,10,cap,Nuflam 300's,300 cap * bot,Glucosamine
766,2015-04-04 00:00:00,291,1,stp,Myonal,10 tab * 3 stp * box,Eperisone Hydrochloride
766,2015-04-04 00:00:00,114,2,stp,Arthrostop,10 tab * 6 stp * box,Glucosamine
766,2015-04-04 00:00:00,155,2,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
766,2015-04-04 00:00:00,280,3,sac,Bioflor,10 sac * box,Saccharomyces boulardii
766,2015-04-04 00:00:00,583,1,Kit,Besure Test Kit,40 Kit * box,Test Kit
766,2015-04-04 00:00:00,2,1,sac,Royal D,50 sac * 20 box * 2ndBox,Electrolyte Beverage
766,2015-04-04 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
766,2015-04-04 00:00:00,827,8,box,Vinpotin 5,25 tab * 2 stp * box,Vinpocetine
766,2015-04-04 00:00:00,165,1,bot,Burplex Pol,100 tab * bot,"B1, B6, B12"
766,2015-04-04 00:00:00,521,1,bot,Caldryl ,bot,cream
766,2015-04-04 00:00:00,637,1,pcs,Cotton Pack Diamond,25 pcs * pack,Cotton
766,2015-04-04 00:00:00,325,3,pcs,5 cc (JY) Syringe,100 pcs * box,Syringe
766,2015-04-04 00:00:00,780,3,stp,Etovit 200,10 cap * 3 stp * box,Vitamin E
766,2015-04-04 00:00:00,276,2,tab,Benda,12 tab * box,Mebendazole
766,2015-04-04 00:00:00,308,1,stp,Kremil S,20 tab * 5 stp * box,Aluminium Hydroxide
766,2015-04-04 00:00:00,400,2,sac,??????????? ?????????? ???????,10 sac * box,Myanmar Luxative
767,2015-04-04 00:00:00,18,12,stp,Supravit,10 tab * 10 stp * box,Multivitamins and Minerals
768,2015-04-04 00:00:00,364,1,bot,Move Free,170 tab * bot,Glucosamine
769,2015-04-04 00:00:00,128,1,stp,Rozavel 10,10 tab * 5 stp * box,Rosuvastatin
769,2015-04-04 00:00:00,155,1,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
769,2015-04-04 00:00:00,721,1,stp,Velactone,10 tab * 10 stp * box,Spironolactone
769,2015-04-04 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
771,2015-04-04 00:00:00,89,1,stp,Cardiopril 2.5,10 tab * 10 stp * box,Ramipril
771,2015-04-04 00:00:00,127,1,stp,Rozavel 5,10 tab * 5 stp * box,Rosuvastatin
771,2015-04-04 00:00:00,84,2,stp,Cardivas 3.125,10 tab * 3 stp * box,Carvedilol
771,2015-04-04 00:00:00,529,2,pcs,PaiPlast,100 pcs * box,Plaster
771,2015-04-04 00:00:00,261,1,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
772,2015-04-04 00:00:00,217,6,stp,Mixagrip,4 tab * 25 stp * box,Paracetamol
772,2015-04-04 00:00:00,22,2,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
772,2015-04-04 00:00:00,529,2,pcs,PaiPlast,100 pcs * box,Plaster
774,2015-05-04 00:00:00,779,2,stp,Aztor EZ,10 tab * 3 stp * box,"Atorvastatin 10mg, Ezetimibe 10mg"
774,2015-05-04 00:00:00,75,30,tab,Centrum Silver,285 tab * bot,Multivitamins and Minerals
774,2015-05-04 00:00:00,259,2,stp,Paracap,10 tab * 10 stp * box,Paracetamol
774,2015-05-04 00:00:00,209,1,stp,Flemex Tab,10 tab * 50 stp * box,Carbocisteine 500 mg
775,2015-05-04 00:00:00,3,2,stp,Eposoft,10 cap * 3 stp * box,Evening Primrose Oil
775,2015-05-04 00:00:00,73,2,stp,Oramin F,5 cap * 6 stp * box,Multivitamins and Minerals
775,2015-05-04 00:00:00,111,2,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
775,2015-05-04 00:00:00,285,2,stp,Zyloric ,10 tab * 5 stp * box,Allopurinol
775,2015-05-04 00:00:00,819,2,stp,Storvas 10,10 tab * 3 stp * box,Atorvastatin
775,2015-05-04 00:00:00,103,2,stp,Losar Denk 50,14 tab * 2 stp * box,Losartan Potassium
775,2015-05-04 00:00:00,109,1,stp,Vastarel Mr,30 tab * 2 stp * box,Trimetazidine Hydrochloride
775,2015-05-04 00:00:00,29,2,stp,Nifedi-Denk 10 Retard,10 tab * 10 stp * box,Nifedipine
775,2015-05-04 00:00:00,30,2,stp,Nifedi-Denk 20 Retard,10 tab * 10 stp * box,Nifedipine
775,2015-05-04 00:00:00,136,1,stp,Furo denk 40,10 tab * 10 stp * box,Furosemide
777,2015-05-04 00:00:00,90,1,stp,Cardiopril 5,10 tab * 10 stp * box,Ramipril
777,2015-05-04 00:00:00,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
777,2015-05-04 00:00:00,20,1,stp,iiCare,10 cap * 3 stp * box,Eye 
777,2015-05-04 00:00:00,644,1,stp,Cardimax SR,10 tab * 5 stp * box,Trimetazidine Hydrochloride
777,2015-05-04 00:00:00,369,5,sac,ORS MPF Blue,50 sac * box,ORS
777,2015-05-04 00:00:00,60,1,stp,Vitahome Cap 12 Strip,10 cap * 12 stp * box,Multivitamins and Minerals
